	0	1	2	FoPHepN4_cfDNA_D10.chm13	FoPHepN1_cfDNA_D20.chm13	FoPHepN1_cfDNA_D0.chm13	FoPHepN4_cfDNA_D20.chm13	FoPHepN1_cfDNA_D10.chm13	FoPHepN1_gDNA_D10.chm13	FoPHepN4_gDNA_D10.chm13	FoPHepN4_gDNA_D0.chm13	FoPHepN3_cfDNA_D10.chm13	FoPHepN2_gDNA_D0.chm13	FoPHepN4_gDNA_D20.chm13	FoPHepN3_cfDNA_D20.chm13	FoPHepN2_cfDNA_D0.chm13	FoPHepN2_gDNA_D10.chm13	FoPHepN1_gDNA_D0.chm13	FoPHepN2_cfDNA_D20.chm13	FoPHepN3_gDNA_D20.chm13	FoPHepN4_cfDNA_D0.chm13	FoPHepN2_gDNA_D20.chm13	FoPHepN2_cfDNA_D10.chm13	FoPHepN1_gDNA_D20.chm13	FoPHepN3_cfDNA_D0.chm13
363	chr14	97565836	97565949	0.7222333333		0.8333333333	0.1777666667	0.4444333333	0.5833333333			0.5571333333	1	0.3166666667	0	0.8889	0.8333333333	0.8	0.1111	0.1984333333	0.7576	0	0.5	0	0.7481666667
364	chr14	98822321	98822556	0.8611111111	1	0.8333333333	0.8796222222	1	1	1	0.9475333333	1	1	0.9629666667	1	0.9559111111	1	0.9888888889	0.9777777778	1	0.9796333333	1	0.8888888889	0.9629666667	1
365	chr14	98979176	98979305	0.9285714286	1		0.8333333333	0.8404857143	1	1	1	1	0.8945571429	1	1	0.9669142857	0.9761857143	0.8579857143	0.8571428571	0.9315714286	0.9795857143	0.9583285714	0.9714285714	1	0.9714285714
366	chr14	98979345	98979378	0.6666666667	1	1	0.9166666667	0.6666666667		1	1	0.6666666667	0.9047333333	1	1	0.9762	1	1	0.6666666667	0.9166666667	1	0.8968	1	0.9523666667	1
367	chr14	98979416	98979454	1	0.8333333333	1		0.83335	1	1	1	0.541675	0.88095	1	1	1	1	1	0.208325	1	0.958325	0.9	1	1	1
368	chr15	29073885	29073944	0.56665	0.9375	1	0.78335	0.75	1	0.916675	1	1	1	1	1	0.975	1	1	0.6786	0.916675	1	1	1	1	0.96875
369	chr15	29111847	29112005	0.5	0.7777666667		0.7777666667	0.7555666667	0.6666666667		1		0.8055666667	0.9166666667	0.7222333333	0.9166666667	0.8889	1		0.8968	0.9326666667	1	0.75	0.7777666667	0.9116333333
370	chr15	39733932	39734111			1		0.5833333333	0.4666666667		0.8333333333	1		0	0.6111	0.9697	0.1777666667	0.9166666667	0.6889	0.3889	0.9629666667	0.2833333333		0	0.9166666667
371	chr15	50096530	50096752	0.46666		1	0	0.8	0.75	0.46	1	0.875	0.96666	0.45	0.666675	0.96848	0.2	1	0.03334	0.06666	0.81834	0.27524		0.09524	1
372	chr15	56087552	56087868	0	0.1238	0.8	0	0.53334	0.3	0	0.8	0.16666	1	0	0.40478	0.92748	0	1	0.15	0.08334	0.96462	0	0.46666	0	1
373	chr15	63114548	63114673	0.229175	0	0.5	0.4375	0.2922	0.335725	0.1875	0.64585	0.416675	0.441675	0.375	0.375	0.334325	0.645825	0.36905	0.4375	0.21905	0.454375	0.329175	0.25	0.20475	0.531975
374	chr15	64439062	64439159	0.75	1	0.95	1	1	1		1	0.958325	0.8889	1	1	0.8993	0.95	0.92855	0.729175	0.96875	0.972225	1	1	1	0.94375
375	chr15	64439167	64439406	0.6666666667	1	1	0.88334	1	0.9		1	0.73334	0.86668	0.93334	1	0.85222	0.90778	0.82032	0.95	0.92778	0.875	1	0.88334	0.95	1
376	chr15	75357645	75357872	0.05	0.125		0.0606	0.09696363636	0.1515090909	0.08332727273	0.04618181818	0.18333	0.09090909091	0	0.0833375	0.2568090909	0.09697272727	0.1357181818	0.2636363636	0.07143636364	0.1369090909	0.09090909091	0.08332727273	0.02814545455	0.2372363636
377	chr15	76814191	76814247		1	1		1	0.7746	0.4166666667	0.9444333333	1	1	0.3915333333	0.6667	1	0.8333333333	0.85	0.5555333333	0.3333333333	1	0.3333333333	1	0.2	0.9814666667
378	chr15	76834023	76834241	1	0.166675		0.3888666667	0.795825	0.461325	0.333325	0.95	0.70835	1	0.1875	0.72085	0.90595	0.470825	1	0	0.625	0.95	0.1875	0.3875	0	0.95
379	chr15	78072953	78073129	1			0.666675	0.85625	1	1	1	0.908325	0.83335	1	0.9375	1	1	1	0.901775	0.95	1	1	0.708325	0.96875	0.9008
380	chr15	83504759	83504888	0.8889	1	1	0.9166666667	1	1	1	1	0.9166666667	0.8491666667	1		0.9583333333	0.9523666667	0.7666666667	0.85	1	1	0.85	1	1	1
381	chr15	86370029	86370230		0.708325	0.458325	0.875	0.083325	0.88095	0.8333333333	0.683325	0.70835	0.5125	0.645825	0.666675	0.958325	0.6666666667	0.783325	0.5625	0.77085	0.6875	1	0.675	0.427375	0.761425
382	chr15	87584187	87584439	0.7142857143	0.6	0.8888888889	0.2963	0.7407444444	1	1	0.7134777778	1	0.9074111111	0.3743333333	1	0.9345666667	0.8703777778	0.7592666667	0.2	0.1309555556	0.9273333333	0.1790222222	0.8148111111	0.4074111111	0.8588111111
383	chr15	87947828	87948216	0.6111	0.8	0.88334	0.5	0.8		0.7	1	0.86666	0.95	0.6	0.5	1	0.95	1	0.5	0.4	1	0.56666	0.89334	0.4	0.9181
384	chr15	90668100	90669163	0.25	0.48334	0.93334	0.083325	0.7	0.43334	0.42668	0.72666	0.5	0.86666	0.4	0.56668	0.9492	0.26666	0.88334	0.541675	0.3	1	0.09714	0.75	0.38808	0.88436
385	chr15	97972708	97972770	0.125	0.75		0.25	0.775	0.8125	1	1	0.914275	0.96875	0	0.374975	1	0.8375	1		0.1548	1	0.249975	0.916675	0	0.92245
386	chr16	633460	633598	0.34666	0.9	0.81668	0.7911	0.52		0.9	0.6	1	0.83334	0.97142	0.6	0.96082	1	0.935	0.71334	1	0.93808	0.84556	0.9	0.8607	0.91796
387	chr16	1208315	1208435	0.625	0.875	0.875	0.7833333333	0.75	1	0.916675	1	0.916675	1	0.8507		1	1	0.874975	0.9	0.9	0.9375	0.4875	1	0.791675	0.888825
388	chr16	2564006	2564354		0.8333333333	0.75	0.875	1	0.91665		1	1	1	1	0.87855	0.972225	1	1	0.789275	0.666675	1	1	1	0.895825	0.96875
389	chr16	3032420	3032692	0.25	0.46667	0.96	0.3333333333	0.38334	0.85	0.5625		1	0.96667	0.41667	0.5	0.80833	0.625	0.81714	0.455	0.72501	0.81238	0.655	0.64167	0.56501	0.78021
390	chr16	11000156	11000302	0	0	0.1666666667	0.11666	0.252075	0	0.141075	0.07142857143	0	0.0857625	0.0729125	0.1041625	0.166075	0	0.1678625	0.0416625	0.025	0.2077625	0.0513375	0.1666666667	0.0416625	0.239075
391	chr16	11784969	11785117	0.83334		1	0.54	0.6	0.86668	0.41666	1	0.96	1	0.53334	0.53334	1	0.75	1	0.29	0.81668	0.87	0.3	0.86	0.56334	1
392	chr16	15460550	15460704			1	0.125		0.375	0	0.9375	0.333325	1	0.125	0.145825	0.81655	0.279175	1	0.183325	0.35	1	0.208325		0.125	1
393	chr16	18513188	18513270		0.6666666667	1	0.8333333333	0.3333333333	0.8889	1	1	0.8333333333	0.8889	1	0.8889	1	0.9523666667	0.9444333333	0.7666666667	0.8889	0.9166666667	0.8611	0.8222	0.6166666667	0.9608
394	chr16	21996272	21996445	0.93334		1	0.88332	0.93334	1	1	0.82378	0.85	1	1	1	0.89112	1	0.77428	0.84666	1	1	0.92	1	1	1
395	chr16	27601892	27602064		0.2444333333		0.15	1	0.8889	0	0.8889	0.6944333333	0.4444333333	0	0	0.8833333333	0.1666666667	0.9333333333	0	0.6666666667	1	0.2619	0.6666666667	0.03703333333	0.9743666667
396	chr16	27646870	27647161	0.25		0	0.09375	0.1759222222	0.1666666667	0.2777777778	0	0.2395875	0.2222222222	0.1388888889	0.1851888889	0.3611111111	0.1111111111	0.2277777778	0.1111166667	0.2907444444	0.4285714286	0.1931333333	0.2777777778	0.1666666667	0.3601111111
397	chr16	29396669	29396958	0.1893909091	0	0.2296333333	0.2916666667	0.3020875	0.2727272727	0	0.3236083333	0.1666666667	0.3468416667	0.05485833333	0.07142857143	0.3361	0.1	0.2847166667	0.03636363636	0.04524166667	0.2313583333	0.1048333333	0.2878727273	0.3636272727	0.3592333333
398	chr16	29459462	29459561	0.46666	0.73666	1	0.81	0.83	0.8	1	0.96666	1	1	0.93334	1	0.96	1	1	0.5	0.92064	1	0.94642		0.9	0.96666
399	chr16	53962198	53962269	0.125	0	0.625	0	0.083325	0	0.133325	1	0.666675	0.95	0	0.374975	0.88335	0.083325	0.616675	0	0	0.839275	0	0.05	0	0.78505
400	chr16	57041820	57041989	0.1	1	1	0.3333333333	0.80555	0.8333333333	0.09721666667	0.75	0.75	0.9333333333	0.18055	0.3888833333	0.9333333333	0.1527833333	0.9583333333	0.7916666667	0.4027666667	1	0.2361166667	0	0.15595	0.8237
401	chr16	62065218	62065519	0.7778	0.75	1		0.875	0.866675	0.958325	0.964275	0.9375	0.9375	0.927075	0.6875	0.783325	0.9375	0.975	0.833325	0.958325	1	0.9375		0.625	0.951625
402	chr16	63212085	63212720	0.03333333333	0.152775	0.02222	0.1011941176	0.1602538462	0.1470588235	0.1666666667	0.10416875	0.04166875	0.0625	0.1	0.1	0.08036470588	0.07058823529	0.1294117647	0.11667	0	0.09374705882	0.03872352941	0.05392352941	0.06895294118	0.2004117647
403	chr16	63430557	63430857	0.3888833333	0.29998		0.2142833333	0.9166666667	0.4166666667	0.2083333333	0.875	0.7777833333	0.925	0	0.1666666667	0.9083333333	0.1444333333	0.8333333333	0	0.1666666667	1	0.4642833333	0.3194333333	0.06836666667	0.95
404	chr16	63800612	63800761	0.5416625	0.6047714286		0.5500125	0.5416666667	1	0.8625	0.4285714286	0.6808	0.752075	0.8946375	0.833325	0.66355	0.7148625	0.6556625	0.7381	0.9375	0.5788125	0.8392875	0.8020875	0.85595	0.6422625
405	chr16	73468403	73468955	0.75	0.7857142857	0.8095285714	0.8726214286	0.5988071429	0.7500071429	1	0.9285714286	0.7948692308	0.8282571429	0.8812357143	0.7767857143	0.8851	0.8392857143	0.9880928571	0.9205153846	0.7684571429	0.9423142857	0.8928571429	0.8304923077	0.6903857143	0.9367285714
406	chr16	76548759	76549038	0.6111083333	1	1	0.9120416667	0.77085	0.8636363636	0.9547583333	0.9814833333	0.8541666667	0.9833333333	1	0.9583333333	0.9273916667	0.83945	0.7999916667	0.9791666667	0.847225	0.9383916667	0.8	0.8472166667	0.9340333333	0.9312833333
407	chr16	76557873	76557927	0.625		1		1	0.73335	1	0.95		1	0	0.583325	0.977275	0.125	1	0	0.16665	1	0.13365	1	0	0.874975
408	chr16	76582338	76582617	0.3690428571	0.35	0.2222166667	0.1142857143	0.07142857143		0.2381	0.5	0.3357142857	0.3571428571	0.1428571429	0.07142857143	0.4199	0.2381	0.4571428571	0.25	0.1547571429	0.4119	0.1785714286	0.35	0.2617285714	0.3316285714
409	chr16	80684607	80684988		0.3333333333		0.36666	0.8	0.83334	0.25	0.9	0.88334	1	0.26666	0.46666	0.97142	0.65	1	0.51666	0.30668	0.93056	0.34666	0.79	0.37556	0.98334
410	chr16	81158042	81158285	0.0625	0.3333333333	0	0.05	0.1	0.15334	0.02	0.05	0.1041625	0.17738	0.18334	0	0.19833	0.08929	0.12833	0.03333	0.04	0.11742	0.09453	0.05	0.05	0.16675
411	chr16	84826899	84827104	0	0.07142857143	0.0625	0.21666	0.1111111111	0	0.16667	0.15	0.09258888889	0	0.2592555556	0.23333	0.2407444444	0.025	0.31667	0.08995555556	0.2407444444	0.2475	0.14595	0.1	0.0625	0.26671
412	chr16	87663591	87663748	0.7222333333	1	1	0.6666666667	0.6666666667	1	1	1	0.9333333333	0.9333333333	1		0.9444333333	0.8889	1	1	1	0.9166666667	1	0.6666666667	0.8214333333	0.9139
413	chr16	90802463	90802707		0.875	0.875	0.916675	0.541075	1	0.95	0.666675	1	0.75595	0.914275	0.770825	0.958325	0.908325	1	0.875	0.7	0.685425	1		0.541675	0.89545
414	chr16	91388006	91388232	0.83334	0.93334	0.9642857143	1	0.9714285714	0.9190428571	0.9642857143	0.9642857143	0.8595285714	1	0.9523857143	0.5952428571	0.9220428571	1	0.9714285714	0.9127428571	0.8095285714	0.8714285714	1	0.9238142857	0.9413857143	0.9890142857
415	chr16	91589644	91589879	0.875	1	1	0.2916666667	0.7690571429	0.2	0.3928571429	0.7619	0.7381	1	0	0	0.7907285714	0.5	0.9166571429	0.03571428571	0.2	0.7780571429	0	0.5690428571	0	0.9426857143
416	chr16	91590066	91590194	0.4722222222	0.1666666667	0.8796333333	0.5370444444	0.6666666667	0.4	0.7074111111	0.6111111111	0.8333333333	0.8703777778	0.373		0.6820111111	0.9629666667	0.7075	0.05555555556	0.3333333333	0.4333222222	0.1555555556	0.9074111111	0.05555555556	0.8732555556
417	chr16	91590468	91590619	0.58668	0.6666666667	1	0.93332	0.80002	1	0.92	0.85334		1	0.88666		0.92546	1	0.87294	0.88	1	0.8445	0.76	0.82666	1	0.97778
418	chr16	91983047	91983240	0.875	0.1666666667	0.875	0.1430666667	0.6388833333	0.3333333333	0.5138833333	0.9833333333	0.9166666667	0.925	0	0.6666666667	0.9648166667	0.6666666667	0.9333333333	0.5220333333	0.16665	0.9722166667	0.4083333333	1	0.1426	0.9583333333
419	chr16	94055080	94055195	0.75	1	0.8889	0.9166666667	0.5916666667	1	1	1	0.9666666667	0.9077333333	0.8888833333	0.76945	0.8859	1	0.9761833333	0.8472333333	1	0.9208333333	1	1	1	0.9604833333
420	chr16	94568046	94568194	1	0.625	0.8889	0.5851888889	0.8333375	1	1	0.9722222222	0.7649888889	1	0.7222444444	0.9629666667	0.9765444444	0.8388888889	0.875	0.7566111111	0.7500125	0.9702333333	0.8518555556	0.9351888889	0.8851888889	1
421	chr16	95400699	95400848	0	0.0729125	1	0.03333	0.65167	0.27023	0.22	0.5277777778	0.61	0.59118	0	0.0625	0.875	0.21666	0.47166	0	0	0.84111	0	0.1666666667	0.025	0.89795
422	chr17	1699523	1699758	0.7381	0.7604125	1	0.8437625	1	1	0.9583375	1	0.854175	0.92955	0.7291625	1	1	0.86235	1	0.78125	1	0.9321375	0.70625	0.9020875	0.9291625	0.9626
423	chr17	1957777	1957995	0.5	1		1	0.6666666667	1	1	1		0.8333333333	1	0.8889	0.8630666667	1	0.9166666667	0.9166666667	1	0.9116333333	0.75	1	1	0.9583333333
424	chr17	4677240	4677283		1	0.5	0.3888666667	0	0.1666666667	0.5	0.1666666667	0.75	0.5476	0.6	0.4444666667	0.7336	0.2333333333	0.6111	0.2777666667	0.4027666667	0.6	0.4656	0.5523666667	0.6111	0.6563
425	chr17	6696704	6696741	0		1	0	0.6777666667		0.1944333333	1		1	0	0.4	0.9629666667	0.3284666667	1	0	0	0.9523666667	0	0.8333333333	0	1
426	chr17	7535717	7535894	0.7214285714			0	0.9642857143	0.8	0.4880857143	1		1	0	0.3642857143	0.9361142857	0.4599571429	1	0.3619	0	0.9795857143	0.6523857143	0.4761857143	0.2666571429	0.9820714286
427	chr17	16188297	16188720	0	0	0.2727272727	0	0.125	0.0303	0	0.05555	0.08333333333	0.09090909091	0	0.1111111111	0.2395083333	0.1	0.1069416667	0	0	0.1028166667	0	0.1818181818	0	0.1959416667
428	chr17	17640282	17640621	0.02272727273	0.2194416667	0.3611111111	0.1217923077	0.07691538462	0.4375	0.09090909091	0.3939363636	0.2361083333	0.3589692308	0.2	0.05555	0.4267307692	0.1987153846	0.4359	0.02563846154	0.04166666667	0.3448692308	0.009615384615	0.3181818182	0.07436153846	0.4143769231
429	chr17	17759084	17759145	0	0.625		0.0625	0.3333333333	0.25	0.3333333333	0.575	0.25	0.375	0	0	0.175	0.083325	0.3	0.083325	0.0625	0.383925	0.0774	0.2375	0.0868	0.2375
430	chr17	18303381	18303467	1	0.5	1	0.8889	1	0.916675	1	1	1	1	0.9375	1	0.953	0.96875	1	0.84525	0.95	0.90525	0.86875	0.9375	0.875	1
431	chr17	30051551	30051633		0	0.916675	0.225	0.95	0.312475	0	0.9375	0.83335	1	0	0.0625	0.9375	0.035725	1	0.0625	0.49165	0.972225	0.1875	0.5	0.2	1
432	chr17	32432186	32432412	0.66666	0.61666	0.95	0.8889	0.76668	1		0.75	0.95778	0.76666	0.1	0.9	0.98334	0.55332	0.9	0.666675	0.59	0.86706	0.36		0.45144	0.97142
433	chr17	35970806	35970941		0.3333333333	1	0.75		1	1	1		1	0.9444333333	0.6555666667	0.9166666667	1	1	0.7777666667	0.8222333333	1	1	0.8333333333	0.6667	0.8833
434	chr17	40939575	40939761	0.25	0.25	0.125	0.3333333333		0.4	0	0.16665	0.25334	0.458325	0	0	0.375	0.1	0.31762	0	0.07334	0.39288	0	0.4	0.08	0.36278
435	chr17	41189695	41189851	0.166675	1	0.58335	0.4875	0.77085	1	0.625	0.874975	0.875	1	0.229175		0.783325	0.75	1	0	0.508325	0.9	0.375	0.691675	0.0625	0.946425
436	chr17	46161245	46161454	0.6		0.82	0.59	0.50002	1	1	0.92666	0.7	1	0.95	0.66334	0.94574	0.93334	0.86	1	0.9	0.86056	0.86666	1	0.45906	0.94812
437	chr17	50378338	50378677	0.05	0.2	0.7	0.26666	0.6	0.75	0	0.3277833333	0.4861	0.4	0.2833333333		0.2666666667	0.3416666667	0.23334	0.1111166667	0.1666666667	0.2168666667	0.2916666667	0.41665	0.2777833333	0.2722166667
438	chr17	51418097	51418182		0	0	0.083325		0	0	0.041675	0.0625	0.0625	0	0	0.072925	0	0.195825	0	0	0	0.041675	0	0	0.078275
439	chr17	51543115	51543260		1		0.8015666667		1		1	0.8333333333	0.7778	1	1	0.8967333333	0.9333333333	0.9666666667	0.85	1	1	1	1	0.6389	0.9505666667
440	chr17	51673480	51673663		1	0.916675	0.78334	0.82668	0.625025	0.93334	1	0.85334	0.96	0.95	0.5	0.975	0.86	1	0.96666	0.75	0.93332	0.9		0.42666	0.91
441	chr17	51787090	51787381	0.08610833333	0.09090909091	0.25	0.49333	0.25		0.09090909091	0.03009166667	0.2319416667	0.2135	0.1944416667	0.2	0.4113666667	0.1	0.2569416667	0.2361083333	0.1483833333	0.1494083333	0.1136272727	0.3272727273	0.1575083333	0.1492916667
442	chr17	61195218	61195300		1		0.39666	1	1	0.89334	0.96182	0.92666	1	0.5625	0.83	0.94334	0.9375	1	0.5	0.81334	1	0.55	0.95	0.23332	1
443	chr17	65005162	65005641		0.3888666667		0.083325	1	1	0	1	0.541675	1	0.0625	0.25	0.94505	0.083325	1	0.3333	0.41665	0.8726	0	0.3333333333	0.05	1
444	chr17	65887512	65887575		0.6666666667		0	0.8333333333	0.3611	0.8333333333	1	0.9166666667	0.9107	0	0.6111333333	1	0.6984333333	1	0.7222333333	0.6333333333	1	0.3055666667	0.6666666667	0.2738	0.9296333333
445	chr17	69268092	69268202	0.7	0.8	0.93334	0.91	0.83334	0.87	1	1	0.9	1	0.70334	1	0.96666	1	1	1	0.55	1	0.9	1	0.55532	0.93682
446	chr17	74186456	74186529	0.5	0.8125	1	0.7	1	0.9375	1	1	0.958325	1	0.625	0.866675	1	1	0.95	0.125	0.5	1	0.166675	0.916675	0.29165	1
447	chr17	75978429	75978591	0.5	0.46668	0.8	0	0.70835	1	0.76	0.95	0.88334	0.85332	0.8	0.8	0.835	0.63332	0.79332	0	0.45334	0.89332	0.39778	1	0.16	0.94
448	chr17	77447842	77448079	0.166675	0	0.791675	0.25	0.625	0.4375		0.833325	0.833325	0.958325	0.3333333333	0.425	0.84345	0.604175	0.782725	0.375	0.35245	0.875	0.8333333333	0.616675	0.166675	0.947225
449	chr17	78209476	78209656		0		0.125	0.1428571429	0.4761857143		0.1785714286	0.1714285714	0.416675	0	0	0.4428571429	0.1428571429	0.1540857143	0	0.1714285714	0.2352714286	0.1632714286	0.3357142857	0.03571428571	0.3582714286
450	chr17	79684699	79684912		0.6666666667	1	0.875	0.916675	1	0.75	1	0.77085	0.940975	1	0.916675	0.899	0.964275	0.95	0.683325	1	1	0.9375	0.916675	0.625	0.979175
451	chr17	81953133	81953314	1	0.7777777778	1	0.8409181818	0.7777777778	1	0.9484818182	1	0.8636363636		0.9203454545	0.75	0.9638727273	0.9107	0.9772727273	0.854175	0.9090909091	0.9818181818	0.9212181818	0.9772727273	0.9697	0.9716909091
452	chr17	81953395	81953545		0.875	1	0.7777833333	1	1	0.9722166667	0.9166666667	1		0.9791666667	0.69445	0.9833333333	0.9761833333	0.9166666667	0.8889	0.7916666667	0.9296333333	0.9666666667	1	0.8916666667	0.9769833333
453	chr17	81974396	81974833	0.8333333333	0.9555555556	1	0.8497444444	0.7074111111	0.7222222222	1	0.9722222222	0.9722222222	0.9166666667	1	0.9555555556	0.9275	1	1	0.9193	1	0.9438888889	0.9592555556	1	0.9675888889	0.9841222222
454	chr17	81993377	81993527	0.8229125	0.9583375	0.9020875	0.8196375	0.9333375		1	1	1	0.9861125	1	0.96875	0.9791625	1	0.825	1	0.9583375	0.9541625	0.8485125	1	0.972225	0.9821375
455	chr17	82235818	82235994	0.7	0.9074111111	0.975	0.86333	0.9225	1	1	0.94071	1	0.975	0.98889	1	0.97889	0.84833	0.98571	0.89334	0.93333	0.81667	1	1	0.9371	0.98418
456	chr17	82688926	82689243	0.4305666667	0.1904714286	0.7685222222	0.7814888889	0.5370444444	0.875	0.9629666667	0.875	0.9116333333	0.8888888889	0.8333333333	0.5277777778	0.8622555556	0.9444444444	0.9259333333	0.3333333333	0.6574111111	0.7468333333	0.3546333333	0.7870333333	0.02777777778	0.8703666667
457	chr17	82858817	82859267	0.5909090909	1	0.7870388889	0.8468454545	0.88155	0.8333363636	0.9841285714	0.8401545455	0.8601772727	0.73485	0.9697	0.9642857143	0.80665	0.9677454545	0.8625545455	0.8176772727	0.75455	0.8367909091	0.9075772727	0.84015	0.9113590909	0.8859681818
458	chr17	82969804	82970020	0.6212090909	1	1	0.8909090909	0.6121181818	0.8787909091	0.8354909091	0.9545454545	0.9166727273	1	0.5454545455	0.9	0.8502727273	1	0.9545454545	0.6145875	0.8515181818	0.9899	0.7272727273	0.9090909091	0.4621272727	0.8367363636
459	chr17	83073815	83074038	0.08333	0	0.2272727273	0.03333	0.09375	0.09167	0.1	0.04545454545	0.03333	0.2	0	0.02272727273	0.2705636364	0	0.1242363636	0.02272727273	0	0.1333363636	0		0.01818181818	0.2121181818
460	chr17	83110382	83110998	0.7109166667	0.7222266667	0.9333333333	0.4273857143	0.9	0.8404733333	0.9166666667	0.9533333333	0.8	0.93852	0.25	0.86905	0.9470066667	0.7666666667	1	0.4718	0.4285714286	0.9387533333	0.4493666667	0.9222266667	0.5909466667	0.9766666667
461	chr18	9124102	9124362	0	0.541675	1	0.11905	0.5	0.499975	0.125	0.958325	0.554175	0.866675	0.25	0	0.979175	0.125	0.775	0	0.25	0.96875	0.25	0.54165	0	1
462	chr18	12178250	12178755	0.8	1	1	0.7	0.9166666667		1	0.9333333333	0.9166666667	1	1	0.8611166667	0.98485	1	0.9666666667	0.8472166667	1	0.9833333333	1	0.9761833333	0.9357	0.9570666667
463	chr18	13476438	13476537	0.8	1	1	1	0.9111166667	1	1	1	0.8333333333	1	1	1	0.9209	0.9814833333	0.9583333333	0.8749833333	1	0.8433166667	1	0.7777833333	1	1
464	chr18	21735925	21736060	1	0.6666666667	1	1	0.8958375	0.2		1	0.96875	1	0.9166625	1	0.6875	0.9821375	0.958325	0.975	0.9375	1	1	1	0.459825	1
465	chr18	23352932	23353043	0.2	0	1		0.4	0.625	0	0.93334	0	0.81428	0		1	0	0.95	0	0.06668	0.86	0	0	0.05716	0.98334
466	chr18	23552192	23552406	0.8690571429	1	1	0.8571428571	0.9111	1	1	1	0.9285714286	0.8835571429	1	0.9428571429	1	0.9642857143	0.9795857143	0.9642857143	0.8714285714	0.9714285714	0.9795857143	1	0.9498285714	0.9890142857
467	chr18	24246488	24246643	0.6	0.5	1		1	0.04166666667	0.6389166667	0.94445	0.9166666667	1	0	0	1	0.7166833333	1	0	0	0.9761833333	0		0	0.9881
468	chr18	48975818	48975876		0.6666666667	1	0.7916666667	1	1	0.94445	1	0.9722166667	1	1	1	0.9814833333	1	0.9666666667	0.9583333333	0.7989333333	0.9791666667	1	1	1	0.9681833333
469	chr18	48976471	48976843	0.3	0.7807105263	0.8947368421	0.2685166667	0.9298263158	0.8571428571	0.5263157895	0.93417	0.427505	0.99	0	0.6922666667	0.98264	0.428695	0.94	0.275	0.16187	0.970255	0	0.94167	0.177555	0.983785
470	chr18	49130574	49130714	0.916675	0.64585	0.6666666667	0.708325	0.75	1	0.583325	0.5	1	0.75	0.95	0.76785	0.665675	0.875	0.7	0.875	0.553575	0.791675	0.354175	0.625	0.771425	0.65775
471	chr18	49137987	49138108			1	0	0.3333333333	0.16665	0	0.608325	0.141675	1	0	0	0.57285	0	0.704175	0	0	0.69285	0		0	0.784725
472	chr18	49837563	49837805			1		0.6666666667	0.4722333333		1	0.6	0.9523666667	0.3333333333	0.1666666667	0.7904333333	0.1666666667	1	0.3333333333	0.3888666667	0.9629666667	0.2166666667	1	0.1389	1
473	chr18	57647250	57647416	0.3333333333		0	0	0		0	0	0.08333333333	0.2222	0		0.2166666667	0.04166666667	0.1111	0.08333333333	0	0.2666666667	0	0	0.05556666667	0.1851666667
474	chr18	57938599	57938749	1	0	1	1	0.8122833333	0.9111166667	0.9666666667	1	0.94445	1	0.7791666667	0.53334	0.9547666667	0.9118333333	1	0.6666666667	0.9666666667	1	0.3472166667	0.9166666667	0.2652666667	0.94625
475	chr18	58618649	58618863	1	0	1	0.3333333333	1	0.775	0.3889	0.75	1	0.95	0.25	0.279775	0.975	0.791675	1	0.33335	0.458325	0.95645	0.25		0	0.937275
476	chr18	58652710	58653620	0.75555	0.9375	1	0.75	0.9291625	0.7395875	1	0.94375	0.84375	1	0.9791625	0.96875	0.964775	0.9821375	0.885425	0.8333333333	0.777825	0.9115	1	0.9736125	0.9791625	0.9418625
477	chr18	58794141	58794247	0.75	1		0.708325	0.851175	0.854175	0.9	1	1	1	0.916675	0.75	0.95835	1	0.851175	0.691675	0.666675	0.958325	0.833325	1	0.875	0.9495
478	chr18	74470239	74470376	0.333325		1	0.29666	1		0	0.96	0.71	1	0	0.31666	0.97142	0.13524	1	0.06666	0.155	0.93778	0	0.28332	0	1
479	chr18	77358965	77359320	0.3333333333	1	1	0.85555	0.8714285714	0.8952428571	1	0.9761857143	1	0.9642857143	0.8333285714	0.9285714286	0.9202428571	1	1	0.9285714286	0.7428571429	0.9761857143	0.8642857143	0.8047714286	0.6224428571	0.9576571429
480	chr18	80212166	80212368	1	0.88334	0.975	0.7370444444	0.93334	0.75001	1	0.975	1	0.93	0.41667	0.81668	0.96637	0.98	0.975	0.87	0.50832	0.95778	0.54334	0.6111111111	0.31262	0.90155
481	chr19	733113	733255	0.16665	0.0625	0.75	0.175	0.75	0.629175	0	0.75	0.55835	0.9375	0	0.375	0.899875	0.375	0.641675	0.083325	0.16665	0.616675	0	0.375	0	0.723825
482	chr19	806644	806907	0.5881	0.25	0.9230769231	0.5779333333	0.7273857143	0.8788933333	0.8444466667	0.8690571429	0.8311133333	0.7233333333	0.64444	0.6555533333	0.85	0.7788866667	0.6166666667	0.7214285714	0.56778	0.73762	0.5057933333	0.7277866667	0.57442	0.7846866667
483	chr19	856248	856389	0.1904571429		0.1428571429	0.1216142857	0	0	0		0	0.05714285714	0	0.03571428571	0.01785714286	0.03571428571	0.1428571429	0	0.02857142857	0.04927142857	0.1292571429	0.08332857143	0.02857142857	0
